mkey,date_collected
190942,1954
190957,1955
190958,1955-04
190959,1955-04
190960,(WIN 1945)
190961,(WIN 1945)
190962,(WIN 1952)
190963,(WIN 1952)
190964,(WIN 1952)
190965,(WIN 1952)
190966,(WIN 1952)
190967,(WIN 1952)
190968,(WIN 1952)
190969,(WIN 1952)
190970,(WIN 1952)
190971,(WIN 1952)
190972,(WIN 1952)
190973,(WIN 1952)
190974,(WIN 1952)
190975,(WIN 1952)
190982,1907
190988,1953-07
190994,1954
190995,1954
190996,1954
191014,(WIN 1954)
191015,(WIN 1953)
191056,(SUM 1950)
191080,1949-09
191081,1949-09
191085,(WIN 1952)
191091,1954-03
191103,1954-11
191104,1954-11
191129,(SUM 1952)
191130,(SUM 1952)
191131,(SUM 1952)
191132,(SUM 1952)
191141,(1948-1949)
191147,(SUM 1956)
191150,(SUM 1956)
191151,(SUM 1956)
191153,1949
191154,1949
191155,1949
191160,1955-11
191164,1954-11
191166,1955-10
191167,1955-10
191170,1955-03
191171,1955-01
191172,1951
191173,1952
191174,1952-03
191175,1952-03
191176,1952
191224,1953
191225,1952
191231,1952
191241,1950-02
191250,(SUM 1953)
191251,(SUM 1954)
191292,(SUM 1952)
191294,(1952-1953)
191297,1947-10
191300,1950-04
191302,(WIN 1945)
191306,(SUM 1952)
191307,(SUM 1952)
191312,(SPR 1953)
191313,(SPR 1953)
191314,(SPR 1953)
191315,1949-01
191316,1949-04
191317,1949-01
191318,1949
191324,1950-05
191327,1954-07
191343,(1923-1924)
191353,1948-08
191357,1955-02
191358,1946-04
191361,(WIN 1952)
191365,(1935-1936)
191366,(SUM 1943)
191371,1891
191373,1885
191374,(1903-1904)
191418,1923
191437,1955-04
191438,1955-05
191440,(SUM 1945)
191470,1956-03
191474,1955-11
191475,1955-11
191488,1953-07
191489,1955
191491,1952-07
191493,1952-07
191498,1952-09
191504,1952-09
191557,1956-09
191558,1956-09
191559,1956-09
191624,(SUM 1957)
191625,(SUM 1957)
191626,(SUM 1957)
191627,(SUM 1957)
191628,(SUM 1957)
191629,(SUM 1957)
191630,(SUM 1957)
191635,(1948-1949)
191789,(SUM 1957)
191790,(SUM 1957)
191791,(SUM 1957)
191924,1957-08
191925,1957-08
191926,1957-08
191928,1957-08
191929,1957-08
191930,1957-08
191931,1957-08
192189,1957
192190,1957
192202,1958
192207,1958
192213,1958-08
192214,1958
192215,1958-04
192216,1958-04
192217,1958-04
192218,1958-04
192219,1958-04
192220,1958-04
192221,1958-04
192222,1958-04
192223,1958-04
192224,1958-04
192225,1958-04
192231,(FAL 1954)
192232,(FAL 1954)
192233,(FAL 1954)
192234,(FAL 1954)
192235,1956-10
192236,1956-10
192256,1952
192257,1952
192258,1952
192259,1952
192260,1952
192261,1952
192262,1952
192313,1958
192319,1958
192320,1958
192367,1958
192372,1958
192373,1958
192374,1958
192380,1958
192389,1958
192390,1958
192395,1958
192396,1958
192397,1958
192398,1958
192399,1958
192708,1958
192709,1958
192710,1958
192711,1958
192712,1958
192713,1958
192714,1958
192715,1958
192716,1958
192717,1958
192718,1958
192719,1958
192720,1958
192721,1958
192722,1958
192723,1958
192724,1958
192725,1958
192726,1958
192727,1958
192728,1958
192729,1958
192730,1958
192731,1958
192732,1958
192733,1958
192734,1958
192735,1958
192736,1958
192737,1958
192738,1958
192739,1958
192740,1958-05
192741,1958-05
192742,1958-05
192743,1958-05
192744,1958-05
192745,1958-05
192746,1958-05
192747,1958-05
192748,1958-05
192749,1958-05
192833,1958
192834,1958
193481,1936
193482,1936
193483,1936
193484,1936
193489,1936
193494,1950-05
193513,1950-05
193519,1950-06
193526,1943-02
193533,1943-10
193642,(SUM 1949)
193649,1948-05
193653,(Circa SUM 1949)
193657,1953-09
193661,1902-07
193667,(SUM 1943)
193668,(SUM 1943)
193669,(SUM 1943)
193670,(SUM 1943)
193671,(SUM 1943)
193672,(SUM 1943)
193674,(SUM 1943)
193677,(SUM 1943)
193678,(SUM 1943)
193679,(SUM 1943)
193680,(SUM 1943)
193681,(SUM 1943)
193683,1949
193684,1947
193686,(SUM 1949)
193737,1958-11
193740,1958-10
193747,(SPR 1951)
193753,(29-31 JUN 1950)
193754,(SPR 1951)
193899,1954-11
193901,(SPR 1954)
193902,(SPR 1954)
193907,1929-07
193927,1954-06
193928,1954-06
193929,1954-04
193930,1954-06
193931,1954-06
194009,(WIN 1953)
194010,(WIN 1953)
194035,1937
194041,(SUM 1956)
194136,1953-11
194137,1953-11
194138,1953-11
194139,1953-11
194140,1953-11
194141,1953-11
194142,1953-11
194143,1953
194144,1953-11
194145,1953-11
194148,1955-01
194149,1955-01
194150,1955-01
194151,1955-01
194152,(WIN 1953-1954)
194153,(WIN 1953-1954)
194154,(WIN 1953-1954)
194155,(WIN 1953-1954)
194156,(WIN 1953-1954)
194160,1955-01
194164,(WIN 1954-1955)
194165,(WIN 1954-1955)
194166,(WIN 1954-1955)
194167,(WIN 1954-1955)
194168,1955-01
194169,1955-01
194170,1955-01
194171,(?1955)
194173,1955-01
194174,1955-02
194175,1952-01
194176,1955-02
194186,1936
194188,1955-02
194196,(SUM 1953)
194212,(WIN 1953)
194266,(SUM 1956)
194267,(SUM 1956)
194369,1947-07
194403,1956
194404,1956
194405,1956
194407,1956
194408,1956
194413,1956
194414,1956
194455,(SUM 1959)
194573,1957-02
194599,1947-10
194600,1947-10
194601,1947-10
194602,1947-11
194603,1947-11
194613,(WIN 1948)
194616,(WIN 1948)
194617,(WIN 1948)
194618,1948
194619,(WIN 1948)
194620,(WIN 1948)
194621,(WIN 1948)
194622,(WIN 1948)
194625,1959-08
194700,(WIN 1955)
194706,1959-03
194707,1959-03
194708,1959-03
194709,1959-03
194710,1959-03
194711,1959-03
194712,1959-03
194713,1959-03
194714,1959-03
194715,1959-03
194716,1959-03
194717,1959-03
194718,1959-03
194719,1959-03
194720,1959-03
194721,1959-03
194722,1959-03
194723,1959-03
194724,1959-03
194725,1959-03
194726,1959-03
194727,1959-03
194728,1959-03
194729,1959-03
194730,1959-03
194731,1959-03
194732,1959-03
194733,1959-03
194734,1959-03
194735,1959-03
194736,1959-03
194737,1959-03
194738,1959-03
194739,1959-03
194740,1959-03
194741,1959-03
194742,1959-03
194743,1959-03
194744,1959-03
194745,1959-03
194746,1959-03
194747,1959-03
194748,1959-03
194749,1959-03
194750,1959-03
194751,1959-03
194752,1959-03
194753,1959-03
194754,1959-03
194755,1959-03
194756,1959-03
194757,1959-03
194758,1959-03
194759,1959-03
194760,1959-03
194761,1959-03
194762,1959-03
194763,1959-03
194764,1959-03
194765,1959-03
194766,1959-03
194767,1959-03
194768,1959-03
194769,1959-03
194770,1959-03
194771,1959-03
194772,1959-03
194773,1959-03
194774,1959-03
194775,1959-03
194776,1959-03
194777,1959-03
194778,1959-03
194779,1959-03
194780,1959-03
194781,1959-03
194782,1959-03
194783,1959-03
194784,1959-03
194785,1959-03
194786,1959-03
194787,1959-03
194788,1959-03
194789,1959-03
194790,1959-03
194791,1959-03
194792,1959-03
194793,1959-03
194794,1959-03
194795,1959-03
194796,1959-03
194797,1959-03
194798,1959-03
194799,1959-03
194800,1959-03
194801,1959-03
194802,1959-03
194803,1959-03
194804,1959-03
194805,1959-03
194806,1959-03
194807,1959-03
194816,(SPR 1958)
194817,1957
194818,1957
194819,1957
194820,1957
194821,1957
194822,1957
194823,1957
194824,(SPR 1958)
194825,1957
194826,1957
194848,1958-12
194884,1959-02
194972,1958-01
195062,1958-11
195063,1958-11
195064,1958-11
195065,1958-11
195066,1958-11
195067,1958-11
195068,1958-11
195069,1958-11
195070,1958-11
195071,1958-11
195072,1958-11
195073,1958-11
195074,1958-11
195075,1958-11
195076,1958-11
195077,1958-11
195078,1958-11
195079,1958-11
195080,1958-11
195082,1958-11
195083,1958-11
195084,1958-11
195085,1958-11
195086,1958-11
195087,1958-11
195088,1958-11
195089,1958-11
195090,1958-11
195091,1958-11
195092,1958-11
195093,1958-11
195094,1958-11
195095,1958-11
195096,1958-11
195097,1958-11
195098,1958-11
195099,1958-11
195100,1958-11
195101,1958-11
195102,1958-11
195103,1958-11
195104,1958-11
195105,1958-11
195106,(WIN 1952)
195193,1958-11
195194,1958-11
195195,1958-11
195296,(WIN 1958-1959)
195297,(WIN 1958-1959)
195298,(WIN 1958-1959)
195311,1951-04
195399,1957-01
195406,1959-01
195412,1956-02
195436,1957-11
195437,1958-08
195439,1957-11
195440,1958-10
195457,(Before 1960)
195460,(?1951)
195461,(1952-1954)
195462,(1952-1954)
195463,1953-09
195464,1952
195675,1958
195676,1958
195679,1952-03
195749,1958
195793,(1914-1916)
195794,1936
195795,1936
196076,1959-06
196086,(SUM 1958)
196087,(SUM 1958)
196088,(SUM 1958)
196089,(SUM 1958)
196090,(SUM 1958)
196091,(SUM 1958)
196096,1892-07
196098,1936
196106,1958-11
196107,1958-11
196108,1958-11
196109,1958-11
196110,1958-11
196111,1958-11
196112,1958-11
196113,1958-11
196114,1958-11
196115,1958-11
196116,1958-11
196117,1958-11
196118,1958-11
196119,1958-11
196120,1958-11
196121,1958-11
196122,1958-11
196123,1958-11
196124,1958-11
196125,1958-11
196126,1958-11
196127,1958-11
196128,1958-11
196129,1958-11
196130,1958-11
196131,1958-11
196132,1958-11
196133,1958-11
196134,1958-11
196135,1958-12
196136,1958-12
196137,1958-12
196138,1958-12
196139,1958-12
196140,1958-12
196141,1958-12
196142,1958-12
196143,1958-12
196144,1958-12
196145,1958-12
196146,1958-12
196147,1958-12
196148,1958-12
196149,1958-12
196206,(FAL 1958)
196207,(FAL 1958)
196208,(FAL 1958)
196209,(FAL 1958)
196210,1950-07
196211,1950-07
196212,1950-07
196213,1950-07
196214,1950-07
196215,1950-07
196219,1954-08
196247,1952
196248,1952
196256,1953
196262,1952-12
196266,1953
196267,1952
196268,1952
196278,1960-02-30
196387,1959-01
196389,1959-10
196390,1959-11
196391,1959-12
196477,1952-12
196539,(WIN 1955-1956)
196540,1955-12
196541,1956-01
196543,(WIN 1955-1956)
196544,1955-12
196546,1956-03
196548,(WIN 1955-1956)
196549,1960-03
196550,1960-03
196551,1960-03
196552,1960-03
196553,1960-03
196554,1960-03
196555,1960-03
196556,1960-03
196557,1960-03
196558,1960-03
196559,1960-03
196560,1950-05
196561,1950-05
196562,1949-06
196563,1949-09
196564,1949-07
196565,1950-06
196566,1951-08
196567,1950-08
196568,1950-08
196569,1950-08
196570,1950-08
196571,1950-09
196572,1950-08
196573,1950-08
196763,1958-12
196786,1960-03
196796,1960-03
196797,(FAL 1959)
196798,(FAL 1959)
196799,(FAL 1959)
196802,(1959-1960)
196805,1959-11
196806,1960-01
196807,1960-01
196808,1959-12
196809,1959-12
196812,1959-12
196813,1960-03
196834,(1957-1958)
196835,1948-09
197377,(SPR 1960)
197629,1959
197765,1944-03
197766,1944-03
197767,1944-03
197791,1945
197793,1950-08
197794,1944-06
197800,1950-05
197807,1948-01
197816,1948-08
197833,1948-08
197834,1948-08
197861,1948-08
197862,1948-08
197980,1948-03
198045,1946
198046,1949-09
198048,1945
198052,1949-02
198158,1960-11
198179,1949-02
198180,1952-11
198181,1944
198186,1948-01
198192,1946
198193,1945
198194,1944
198196,1945
198197,1948-01
198199,1948-07
198214,1947-02
198225,1946
198226,1945
198227,1953-11
198229,1949-12
198240,1945-01
198241,1945-01
198242,1953-03
198243,1944
198246,1953-03
198247,1953-03
198248,1945-09
198250,1945-02
198251,1949-01
198252,1949-01
198253,1949-02
198254,1948-12
198255,1949-12
198256,1945
198257,1948-12
198258,1949-02
198260,1946
198261,1949-01
198262,1949-01
198263,1947-12
198264,1953-11
198265,1949-02
198266,1949-02
198267,1953-11
198268,1949-02
198269,1949-02
198270,1949-02
198271,1953-11
198272,1949-02
198273,1949-01
198274,1945
198275,1946
198278,1945
198279,1947-03
198280,1947-11
198288,1948
198291,1952-12
198292,1944
198293,1953-02
198294,1945-12
198295,1944
198296,1953-02
198297,1952-12
198298,1952-12
198299,1946-11
198300,1953-02
198301,1953-02
198339,1960-08
198356,1958-06
198828,1957
198910,1960-11
199215,(SUM 1954)
199217,1961-10
199218,1961-10
199224,1960-01
199225,1960-01
199253,1961-09
199255,1961-09
199257,1961-09
199258,1961-09
199269,1951-02
199270,1911-08
199271,1923-04
199855,(WIN 1962)
199856,(WIN 1962)
199857,(WIN 1962)
199858,(WIN 1962)
199859,(WIN 1962)
199860,(WIN 1962)
199861,(WIN 1962)
199862,(WIN 1962)
199863,(WIN 1962)
199864,(WIN 1962)
199865,(WIN 1962)
199866,(WIN 1962)
199867,(WIN 1962)
199868,(WIN 1962)
199869,(WIN 1962)
199870,(WIN 1962)
199871,(WIN 1962)
199872,(WIN 1962)
199873,(WIN 1962)
199874,(WIN 1962)
199875,(WIN 1962)
199876,(WIN 1962)
199877,(WIN 1962)
199878,(WIN 1962)
199879,(WIN 1962)
199880,(WIN 1962)
199881,(WIN 1962)
199882,(WIN 1962)
199883,(WIN 1962)
199884,(WIN 1962)
199885,(WIN 1962)
199886,(WIN 1962)
199887,(WIN 1962)
199888,(WIN 1962)
199889,(WIN 1962)
199890,(WIN 1962)
199891,(WIN 1962)
199892,(WIN 1962)
199893,(WIN 1962)
199894,(WIN 1962)
199895,(WIN 1962)
199896,(WIN 1962)
199897,(WIN 1962)
199898,(WIN 1962)
199899,(WIN 1962)
199900,(WIN 1962)
199901,(WIN 1962)
199902,(WIN 1962)
199903,(WIN 1962)
199905,1962-02
199906,(WIN 1962)
199907,(WIN 1962)
199908,(WIN 1962)
199910,(WIN 1962)
199911,(WIN 1962)
199912,1962
199913,(WIN 1962)
199914,(WIN 1962)
199915,(WIN 1962)
199916,(WIN 1962)
199917,(WIN 1962)
199918,(WIN 1962)
199919,(WIN 1962)
199920,(WIN 1962)
199921,(WIN 1962)
199922,(WIN 1962)
199923,(WIN 1962)
199924,(WIN 1962)
199925,(WIN 1962)
199926,(WIN 1962)
199927,(WIN 1962)
199928,(WIN 1962)
199929,(WIN 1962)
199930,(WIN 1962)
199931,(WIN 1962)
199932,(WIN 1962)
199933,(WIN 1962)
199934,(WIN 1962)
199935,(WIN 1962)
199936,(WIN 1962)
199937,(WIN 1962)
199938,(WIN 1962)
199939,(WIN 1962)
199940,(WIN 1962)
199941,(WIN 1962)
199942,(WIN 1962)
199943,(WIN 1962)
199950,(WIN 1962)
199967,(WIN 1962)
199972,(WIN 1962)
199976,(WIN 1962)
199977,(WIN 1962)
199978,(WIN 1962)
199979,(WIN 1962)
199980,(WIN 1962)
199981,1961-12
199982,1961-12
199983,(WIN 1962)
199984,(WIN 1962)
199986,1962-03
200042,1962-02-29
200091,1950-08
200155,1943-08
200167,1963-11
200168,1963-11
200169,1965
200176,1963-12
200177,1963-12
200729,(WIN 1962)
200730,(WIN 1962)
200731,(WIN 1962)
200732,(WIN 1962)
200733,(WIN 1962)
200734,(WIN 1962)
200738,(WIN 1962)
200739,(WIN 1962)
200740,(WIN 1962)
200741,(WIN 1962)
200742,(SPR 1963)
200750,(WIN 1962)
200751,(WIN 1962)
200752,(WIN 1962)
200754,(WIN 1962)
200755,(WIN 1962)
200756,(WIN 1962)
200758,(WIN 1962)
200759,(WIN 1962)
200766,1959-04
200767,1959-04
200768,1959-04
200769,1959-04
200770,1959-04
200771,1959-04
200772,1959-04
200773,1959-04
200774,1959-04
200775,1959-04
200793,(SUM 1962)
200794,(WIN 1959)
200795,(WIN 1958)
200796,(WIN 1959)
200797,(WIN 1959)
200798,1959-01
200799,1959-04
200800,1959-05
200807,1899-02
200809,1899
200813,1899-04
200815,1899-03
200816,1890-03
200823,1895
200824,1894
200826,1898
200828,1897
200829,1898
200830,1898
200831,1897
200832,1898
200833,1898
200834,1898
200835,1898
200836,1898
200837,1898
200838,1898
200840,1898
200841,1898
200842,1898
200843,1898
200844,1898
200845,1898
200846,1898
200847,1898
200848,1896
200849,1907-02
200850,1907-02
200851,1907-01
200852,1907-02
200853,1897
200854,1897
200855,1907-02
200856,1907-01
200857,1898
200858,1898
200859,1898
200860,1898
200861,1907-01
200862,1907
200863,1907
200864,1907
200865,1907
200868,1907-03
200870,1899
200871,1894
200880,1903-02
200884,1897
200885,1904
200886,1898
200887,1898
200889,1883
200890,1898
200892,1899
200893,1882-12
200894,1899-04
200895,1883-06
200896,1882
200897,1882
200898,1899
200914,1895-07
200915,1897
200928,1899
200930,1896
200931,1895
200942,1899
200946,1899
200949,1899-01
200950,1899-01
200951,1899-01
200979,1899
200989,1899
200993,1898
200999,1883-08
201000,1899
201001,1899
201002,1899
201006,1895
201007,1898
201009,1902
201011,1900
201017,1898-09
201024,1898-04
201025,1898-04
201026,1899
201028,1897-06
201032,1899
201035,1899
201037,1899-03
201038,1896-11
201042,1900
201043,1898
201044,1899
201045,1899
201046,1899-11
201047,1899-11
201048,1899-11
201049,1898-12
201050,1899-01
201051,1898-12
201052,1899-03
201053,1899-03
201054,1899-03
201055,1899-03
201056,1899-03
201057,1899-03
201058,1899-03
201060,1899
201062,1900-12
201063,1898
201068,1899
201069,1899
201072,1898-11
201074,1899-11
201075,1898-11
201077,1898-11
201082,1898-11
201083,1898-11
201086,1898-11
201087,1898-11
201090,1898-11
201096,1899-11
201098,1899-11
201100,1899-11
201103,1898
201111,1898
201112,1898
201114,1900
201116,1899-04
201119,1899-11
201120,1899-11
201121,1899-11
201122,1899-11
201123,1899-11
201124,1898-12
201125,1898-12
201126,1898-12
201127,1899
201131,1899
201133,1899
201135,1899
201139,1899-04
201140,1898
201142,1898
201145,1899-04
201147,1897
201150,1899-03
201153,1899-11
201154,1896-07
201156,(1897-1899)
201157,1898
201158,1894
201159,1897
201161,1905
201164,1897
201168,1895
201170,1898
201171,1898
201172,1899
201174,1900
201175,1882
201176,1898
201178,1898
201179,1900-09
201180,1860
201181,1895
201183,1896
201185,1898-03
201186,1898-03
201187,1898-03
201193,1894
201195,1901-01
201196,1900-03
201197,1894
201198,1900-03
201199,1895
201200,1897
201208,1899
201212,1899
201222,1895
201223,1895
201330,1957-08
201367,1953
201368,1953
201369,1953
201370,1953
201371,1953
201372,1953
201373,1953
201374,1953
201375,1953
201376,1953
201377,1953
201378,1953
201379,1954
201380,1954
201381,1954
201382,1954
201383,1954
201384,1954
201385,1954
201386,1954
201387,1954
201388,1954
201389,1954
201390,1954
201391,1954
201392,1954
201393,1954
201394,1954
201395,1954
201396,1954
201397,1954
201398,1954
201399,1954
201400,1954
201401,1954
201402,1954
201403,1954
201404,1954
201405,1954
201406,1954
201407,1954
201408,1954
201409,1954
201410,1954
201411,1954
201412,1954
201413,1954
201414,1954
201415,1954
201416,1954
201417,1954
201418,1954
201419,1954
201420,1954
201421,1954
201422,1954
201423,1954
201424,1954
201425,1954
201426,1954
201427,1954
201428,1954
201429,1954
201430,1954
201431,1954
201432,1954
201433,1954
201436,1964-03
201437,1964-03
201438,1964-03
201439,1964-03
201440,1964-03
201441,1964-03
201442,1964-03
201443,1964-03
201444,1964-03
201445,1964-03
201446,1964-03
201447,1964-03
201448,1964-03
201449,1964-03
201450,1964-03
201451,1964-03
201452,1964-03
201475,1954-08
201479,1954-03
201480,1954-03
201481,1954-03
201482,1954-03
201483,1954-03
201484,1954-03
201485,1954-03
201486,1954-03
201487,1954-03
201488,1954-03
201489,1954-03
201494,1951-03
201495,1951-03
201496,1951-03
201497,1950
201498,1950
201499,1951
201502,1952-04
201503,1950-01
201504,1952-01
201614,(SUM 1961)
201626,1960-04
201646,1952-10
201652,1958-12
201699,1962-06
201740,1959
201762,1960-09
201763,1961-06
201766,1960-10
201778,(SPR-SUM 1961)
201779,(SPR-SUM 1961)
201780,1959-11
201781,1959-12
201782,1958
201783,(1959-1960)
201785,1961-04
201787,1961-04
201789,(SPR 1961)
201790,(WIN 1961)
201791,1961
201792,(SPR 1961)
201793,(WIN-SPR 1961)
201794,(WIN-SPR 1961)
201795,(WIN-SPR 1961)
201796,(WIN-SPR 1961)
201797,(WIN 1959)
201798,(SPR 1961)
201804,1958
201808,1882
201809,1881
201810,1881
201824,1951-11
201825,1951-11
201826,1951-11
201827,1951-11
201828,1951-11
201829,"(McEwen, E.H.)"
201839,1951-11
201840,1951-11
201841,1951-11
201842,1951-11
201843,1951-11
201844,1951-11
201845,1951-11
201846,1951-11
201847,1951-11
201848,1951-11
201849,1951-11
201850,1951-11
201852,1951-11
201853,1951-11
201854,1951-11
201855,1951-11
201856,1951-11
201857,1951-11
201858,1951-11
201859,1951-11
201866,1952-01
201867,1952-12
201870,1952-12
201871,1952-12
201872,1952-12
201873,1952-12
201874,1952-12
201875,1952-12
201876,1952-12
201877,1952-12
201878,1952-12
201880,1954-01
201891,1897
201976,1960
201984,1961-04
202329,1964-12
202333,(1961-1962)
202334,(1961-1962)
202335,(1961-1962)
202339,(1961-1962)
202340,1963-05
202341,1961
202343,1964
202344,(1961-1962)
202345,1962-10
202346,1962-10
202349,1963-05
202350,1964
202351,(1961-1962)
202353,1962
202356,1964
202358,1963-07
202360,1962-10
202362,1961-05
202364,(1961-1962)
202366,1961-09
202367,(1961-1962)
202370,(FAL 1962)
202372,1961-05
202378,1964
202387,1943
202393,1965-10
202396,1965
202397,1965-11
202412,1965
202413,1965
202414,1965
202415,1965
202416,1909
202417,1961
202419,1966
202442,(FAL 1962)
202443,1963-01
202444,(WIN 1962)
202446,(SPR 1963)
202448,1963-09
202454,1963-08
202455,1963
202456,1962-12
202457,1962-09
202466,1963-12
202468,1963-12
202469,1963-12
202470,1963-12
202471,1963-12
202473,1963-12
202475,1963-12
202476,1963-12
202477,1963-12
202478,1963-12
202479,(SUM 1964)
202482,(SUM 1966)
202483,(SUM 1966)
202484,(SUM 1966)
202485,(SUM 1966)
202486,(SUM 1966)
202487,(SUM 1966)
202495,(SUM 1966)
202496,(SUM 1966)
202497,(SUM 1966)
202498,1965
202500,1963-12
202501,1963-12
202502,1963-12
202503,1963-12
202504,1963-12
202505,1963-12
202506,1963-12
202509,1962
202510,1962
202511,1962
202524,(FAL 1966)
202525,(FAL 1966)
202526,(SUM 1964)
202527,(FAL 1966)
202528,(FAL 1966)
202548,1964-03
202549,1964-03
202550,1964-03
202551,1964-03
202552,1964
202600,1964-10
202601,1964-10
202629,1959
202630,1959
202631,1959
202632,1959
202645,1962-02-29
202669,1963-12
203197,1964
203226,1964
203239,1964-01
203256,(SUM 1945)
203257,1946-03
203297,1963-11
203298,1937
203299,1936
203310,(1949-1950)
203319,1950-07
203323,1961-06
203341,1943-01
203356,1964-09
203357,1964-09
203358,1964-09
203359,1964-09
203360,1964-09
203361,1964-09
203362,1964-09
203363,1964-09
203364,1964-09
203417,(1963-1964)
203475,(SUM 1963)
203476,(SUM 1963)
203477,(SUM 1963)
203478,(SUM 1963)
203487,1915
